source,nickname,date,title,text,prediction,FALSE,TRUE,KMeans=2,KMeans=3,KMeans=4,KMeans=5,KMeans=6,KMeans=7,KMeans=8,KMeans=9,KMeans=10,href
dc,ㅇㅇ,2022.09.02 23:43:28,올시즌 참여한 배우 누구누구있음? ,"

은근 올출석은 별로 없지 않냐? 
(삼연 이상 한 작품중에사 올시즌 참여한 배우들)
박강현 웃남 3연
신영숙 웃남 3연
양준모 웃남 3연
신영숙 모차 6연
민영기 모차 6연
신영숙 레베카 6연
최정원 시카고 11연
옥주현 엘리자벳 5연
김소현 마리앙투아네트 3연
김준수 데스노트 3연
김준수 드라큘라 4연
강홍석 데스노트 3연
정선아 위키드 3연
차지연 서편제 5연
이자람 서편제 5연
박은태 프랑켄슈타인 4연
(댓글 계속 추가중)

",1,0.000732192,0.99926776,0,1,3,0,0,5,5,0,1,https://gall.dcinside.com/board/view/?id=theaterM&no=3437623&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=1
dc,ㅇㅇ,2022.09.02 14:41:33,엠개가 진짜 미친게 지네 간판극 십주년에 이딴짓한거,"

모차 십주년 이번 웃남 캐슷 좋았던거보면 얘들도 캐슷 어케 해야되는지 알아
근데 엘리 십주년을 이모양으로 캐슷해서
작품급을 이따위로 떨어뜨리나

",0,0.99922097,0.000778987,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3437276&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=1
dc,ㅇㅇ,2022.09.01 03:36:08,올해 하반기나 내년 개막작 중에서,"

엘리 난나것, 레베카2, 웃남 내안의괴물
이런 파워넘치는 여배넘버 포함된 극 뭐 있는지 아는 바발?

",1,0.000663535,0.9993364,0,1,3,0,0,5,5,0,1,https://gall.dcinside.com/board/view/?id=theaterM&no=3436501&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=2
dc,ㅇㅇ,2022.08.31 07:58:37,웃남 모차 중에,"

뭐가 더 노잼임?

",0,0.99543697,0.004562982,1,2,2,3,1,6,4,4,8,https://gall.dcinside.com/board/view/?id=theaterM&no=3436023&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=2
dc,ㅇㅇ,2022.08.30 00:58:48,올해 캐슷 좋았던거 top3 ,"

극 올린 순서대로
 
하타 데놋 웃남
이거 연말까지 쭉감

",1,0.000543562,0.99945647,0,1,3,0,0,0,2,7,6,https://gall.dcinside.com/board/view/?id=theaterM&no=3435690&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=2
dc,ㅇㅇ,2022.08.29 23:49:20,졔메 회차주고 할인 쿠폰 뿌리면 엠개 대인배가능,"

웃남으로 돈 많이 벌었으면 한번쯤은 할인 뿌리지 엠개야

",1,0.0097465,0.9902535,0,1,0,4,2,4,6,5,3,https://gall.dcinside.com/board/view/?id=theaterM&no=3435662&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=2
dc,ㅇㅇ,2022.08.29 22:42:51,엘리로 엠개가 각성 할까 아님 묻고 계속 나몰라 할까,"

웃남으로 돈번거 엘리 적자 메꾸게 생겼는데  

",0,0.9992168,0.000783138,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3435637&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=2
dc,ㅇㅇ,2022.08.29 21:55:53,웃남으로 돈을 그렇게 쓸어 담았으면 할인이나 좀 해주지,"

마티네 할인이라도 좀 주지

",0,0.9992156,0.000784389,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3435620&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=2
dc,ㅇㅇ,2022.08.29 21:40:19,엠개는 웃남으로 돈 쓸어담았을텐데 엘리 스케줄 너무 쪼잔,"

웃남으로 돈 쓸어담았으면
신인들 데리고 온 엘리에서 잔머리 굴리지말고
당당하게 나가지
쪼잔하게 뉴캐들 옥이랑 페어로 주말낮공에 배치
쪼잔해

",0,0.9992218,0.000778198,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3435616&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=2
dc,ㅇㅇ,2022.08.26 12:22:24,은언니 짘슈 못하냐 ,"

지킬 웃남도 같이 했는데
짘슈 베토벤 같이 하지 그냥 ㅠ
 

",0,0.9472347,0.05276532,1,2,2,3,5,2,7,6,2,https://gall.dcinside.com/board/view/?id=theaterM&no=3434950&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=2
dc,ㅇㅇ,2022.08.25 00:43:22,난 옥썸머신크리졔 다 좋은데,"

나같은 사람 없어?
레베카 신댄 옥댄, 엑칼 신모르가나, 웃남 신시아나, 옥마타 다 돌았고 이번에 엘리도 볼거긔. 썸머콘도 감 ㄲㄲ
근데 팜트리는 안갈거긔

",1,0.000530954,0.9994691,0,1,3,0,0,0,2,7,6,https://gall.dcinside.com/board/view/?id=theaterM&no=3434465&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=2
dc,ㅇㅇ,2022.08.24 23:12:09,신은 앞으로 엠개 작품 안 할 것 같음,"

웃남 막공 무인때도 뉘앙스가 그랬고
팬깝에.올린것도 이제 안 한다는 뉘앙스
좀 아쉽네
3롤 정도되는데 넘버 극악인 캐릭터 엠개에 많았는데
이거 이제 누가맞냐... 신만큼 찰떡도없는데

",0,0.99912924,0.000870768,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3434374&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=2
dc,ㅇㅇ,2022.08.24 19:03:09,엠개 이번 웃남 역대급으로 벌어들였을거같은데,"

엄한데 돈써도 괜춘
거기다 쿄토벤 할텐데
그윈으로 다시 오겠다고도 했고

",1,0.001284129,0.9987159,0,1,3,2,3,3,0,8,5,https://gall.dcinside.com/board/view/?id=theaterM&no=3434263&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=2
dc,ㅇㅇ,2022.08.24 13:49:32,홍이랑 쿄 줄세우더니 갑자기 웃남배우들 머리채,"

ㅋㅋㅋㅋㅋㅋㅋ

",0,0.99922013,0.000779853,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3434089&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=2
dc,ㅇㅇ,2022.08.24 13:47:54,갑자기 웃남 이간질 플로 바뀌었네? ,"

아까만해도 다른배우 이간질하더니

",0,0.9992225,0.000777416,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3434086&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=2
dc,ㅇㅇ,2022.08.24 12:27:34,갤키라 밀녹으로 털린건 은언니지,"

얼마전 웃남ㅋㅋ

",1,0.000587581,0.9994124,0,1,3,0,0,0,2,7,6,https://gall.dcinside.com/board/view/?id=theaterM&no=3433965&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=2
dc,ㅇㅇ,2022.08.24 03:02:17,녹음 올리려면 앱 깔아야댐?,"

웃남 막공쿄 있는데

",1,0.000633437,0.9993666,0,1,3,0,0,0,2,0,1,https://gall.dcinside.com/board/view/?id=theaterM&no=3433674&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=2
dc,ㅇㅇ,2022.08.23 16:15:04,연뮤통갤 웃남도 끝나서 달릴 극 없잖아ㅋㅋ,"

그나마 킹키? ㅋㅋ

",0,0.9992186,0.000781424,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3433408&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=2
dc,ㅇㅇ,2022.08.23 15:49:45,통갤 망할 날 얼마 안 남았다,"

웃남 총막때 통피 막은 꼬라지 보고 웃기더라
투표한다고 통피 막은 게 며칠짼데
그 사이 흥미 떨어져서 아예 안 들어감
관리 못해서 앞으로 자주 막을 모양인데
누가 가?ㅋㅋㅋ
그 따위면 찻잡 차려서 실명 인증하고 놀아라

",0,0.9992137,0.000786301,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3433377&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=2
dc,ㅇㅇ,2022.08.23 12:31:50,웃남은 한류스타에 상위1%들 보러오고 전석매진인데 ㅎ,"

ㅎㅎ 그분 공연은 ㅎㅎ 

",0,0.9967579,0.003242069,1,2,2,3,1,6,1,1,8,https://gall.dcinside.com/board/view/?id=theaterM&no=3433315&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=2
dc,ㅇㅇ,2022.08.23 09:19:10,이부진님 웃남 소감 쓰심,"

설렜냐?ㅋㅋㅋ

",0,0.99919254,0.000807409,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3433248&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=2
dc,ㅇㅇ,2022.08.23 00:24:45,쿄회차 웃남 vs 홍회차 데놋,"

뭐가 더 대박이라고 봐야함????

",0,0.99637574,0.003624226,1,2,2,3,1,6,4,4,8,https://gall.dcinside.com/board/view/?id=theaterM&no=3433209&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=2
dc,ㅇㅇ,2022.08.23 00:21:48,뉴깡 막공 보고옴,"

뉴깡 왤케 완벽함? 인지도만 좀 키워보시긔
웃남 솔직히 재미없음 뉴깡이랑 향 노래만 듣고온듯

",0,0.9991704,0.000829617,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3433207&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=3
dc,ㅇㅇ,2022.08.23 00:07:12,앞으로 웃남은 쿄 원캐로 가자,"

다른배우들 박탈감 오지겠다

",0,0.999212,0.000787959,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3433200&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=3
dc,ㅇㅇ,2022.08.22 19:55:01,유명 직캠러 22 웃남 밀캠 리스트 풀어준다,"

웃는남자 박강현 양준모 신영숙 이수빈 최성원 김영주
웃는남자 박효신 양준모 신영숙 유소리 김승대 김영주
웃는남자 박은태 양준모 신영숙 유소리 최성원 김영주
웃는남자 박강현 민영기 신영숙 유소리 김승대 김영주
웃는남자 박효신 민영기 김소향 이수빈 김승대 김영주
웃는남자 박은태 양준모 신영숙 유소리 최성원 진도희
웃는남자 박은태 양준모 김소향 이수빈 김승대 김영주
웃는남자 박효신 양준모 신영숙 이수빈 최성원 김영주
웃는남자 박강현 민영기 김소향 유소리 김승대 진도희

",1,0.001907335,0.9980927,0,1,0,2,3,3,0,8,5,https://gall.dcinside.com/board/view/?id=theaterM&no=3433087&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=3
dc,ㅇㅇ,2022.08.22 15:10:09,웃남 코로나 때문에 난리났는데도 다음공에서 뻔뻔하게,"

퇴근길 진행하고 그걸 또 찍어 올리는 병신 팬덤 딱 하나임 

",0,0.9992047,0.000795372,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3432993&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=3
dc,ㅇㅇ,2022.08.22 14:43:59,박효신도 돈 많은거 아님?,"

웃남때 보면 어리부터 발끝까지 샤넬남이던데

",0,0.9992182,0.000781757,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3432981&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=3
dc,ㅇㅇ,2022.08.22 14:36:14,ㅃㅃ 어느 극이든 은언니 표 잡기 쉬웠음,"

지킬, 스위니 1~3열 어렵지 않게 갔었고
모차르트, 팬텀도 생각보다 앞열가기 어렵지 않았음
그나마 빡셌던 게 킹키랑 프랑켄 정도고
젠틀맨도 어렵지 않았고
웃남도 취켓팅해서 2~3열만 갔음
초덕극 아닌 담에야 표잡기 빡세지 않았음
어찌 아냐면 은언니 애배라 필모 다 도장깨기 했는데
표잡기 쉬워서
 
들고 있는 표가 같캐 다른 배우들보다 많았음

",1,0.004332703,0.9956672,0,1,0,4,2,3,0,5,3,https://gall.dcinside.com/board/view/?id=theaterM&no=3432978&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=3
dc,ㅇㅇ,2022.08.22 14:24:48,은언니는 웃남 매진 몇번시킴?,"

은언니도 쎈데

",0,0.9991399,0.000860127,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3432973&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=3
dc,ㅇㅇ,2022.08.22 13:25:35,엘리 취소글에 아직도 웃남타령하는 사람들ㅋㅋㅋ,"

진짜 질린다 ㅋㅋㅋㅋㅋㅋ
대다나다 대다내

",1,0.07206326,0.9279368,0,1,0,4,2,4,6,3,7,https://gall.dcinside.com/board/view/?id=theaterM&no=3432939&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=3
dc,ㅇㅇ,2022.08.22 03:22:38,통갤전주딱,"

은언니 지킬막공보고 탈덕 하셨다면서요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
웃남막공까지 알차게 보고 왔네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
진짜 ㅋㅋㅋㅋ 질척거린다ㅠㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

",0,0.9986872,0.001312775,1,0,1,1,1,6,1,1,0,https://gall.dcinside.com/board/view/?id=theaterM&no=3432785&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=3
dc,ㅇㅇ,2022.08.22 00:00:28,세종 가서 놀랬잖아,"

친구가 웃남 밤공 보러가는데
그 전에 나랑 같이 세종근처에서 저녁먹기로 하고 만남
난 웃남 코로나로 공연 중단되기 전까지
3번 보고 자체자막했었음
S씨어터옆에 사람들이 줄서 있길래
낮공 보고 나온 사람들 퇴길 기다리나보다 했는데
친구가 발권하고 밥먹는다고 세종 들어가보니
아직 낮공 안 끝났더라
그니까 S씨어터 밖에 퇴길 기다리는 인파는
공연도 안 보고 기다리는 사람들이었음
바글바글하더라
누구회차인지 굳이 안 적어도 알겠지

",0,0.9958039,0.00419612,1,2,2,3,1,6,4,4,8,https://gall.dcinside.com/board/view/?id=theaterM&no=3432751&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=3
dc,ㅇㅇ,2022.08.21 19:31:41,은 이제 웃남 안할거 같다네,"

많이 힘들었나보네 퓨

",0,0.9992186,0.00078142,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3432671&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=3
dc,ㅇㅇ,2022.08.21 15:32:22,신여사는 앰개작 계속 함 ,"

앰개 부대표랑 엘리 오케 부감이 꼬박꼬박 신여사 인스타 좋아요 눌러주는거 보면 완전 틀어진건 아님 대신 그 전에 소속사라서 해주던 하꼬 역할 웃남, 팬텀, 더라키 이런건 안할듯 레베카는 할 것 같고 모차는 본인이 ㅈㄴ 좋아해서 할지 안할지 모르겠음 재작년에도 딴 작품 컨펌 들어왔는데 자기 모차 10주년 할거라고 거절한거라매

",0,0.9990398,0.00096018,1,0,1,1,4,1,3,2,0,https://gall.dcinside.com/board/view/?id=theaterM&no=3432497&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=3
dc,ㅇㅇ,2022.08.21 15:10:00,앰게는 이미 엘리십주년 손 놓은 거 보이고,"

올해는 그냥 웃남으로 번 걸로 엘리 망한 거 좀 때우고어떻게든 옥졔 정상화시켜서 내년 장사할 생각만 하는 듯

",0,0.9992213,0.000778615,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3432458&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=3
dc,ㅇㅇ,2022.08.21 14:33:45,웃남은 아이돌이 하는게 맞다,"

돌들 특유의 소년같은 이미지가 어울림
메인보컬인 애들 데려오면 잘할거임
수호는 메보가 아니였음

",1,0.001201901,0.99879813,0,1,3,2,3,5,5,8,5,https://gall.dcinside.com/board/view/?id=theaterM&no=3432372&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=3
dc,ㅇ ㅇ,2022.08.21 14:05:06,은언니는  웃남 안했던게 더 나을뻔하지 았았냐,"

다들 자리잡힌뒤에 들어가서
쿄나 깡보다  특출날게 없으니  필모에 도음 안된듯하다

",0,0.9992198,0.000780255,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3432353&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=3
dc,ㅇㅇ,2022.08.21 03:31:01,통갤 웃남 불판이 진짜 신경전 대박아님?,"

서로은윈 깡윈이 ㄹㅈㄷ였다고 싸우잖어ㅋㄱㅋ 

",1,0.001286929,0.99871314,0,1,0,2,3,3,0,8,5,https://gall.dcinside.com/board/view/?id=theaterM&no=3432167&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=3
dc,ㅇㅇ,2022.08.21 03:02:36,웃남때 경아 연기는 못했어 ,"

노래는 잘햇어도
 

",0,0.99921584,0.000784085,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3432045&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=3
dc,ㅇㅇ,2022.08.21 03:02:01,웃남초연때 수빈 경아 비슷했는데 왜 엠개가 경아만 밀어줬을까,"

이수빈도 이젠 여기서 치고나가야 트일건데 

",1,0.014816879,0.9851832,0,1,0,4,2,4,6,5,3,https://gall.dcinside.com/board/view/?id=theaterM&no=3432041&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=3
dc,ㅇㅇ,2022.08.21 02:58:18,2022 최고 화제작은 웃남아님?,"

삼연에 세종 그렇게 파는데다 캐슷 젤 잘해왔잖아 진심 

",1,0.005003372,0.99499667,0,1,0,4,2,3,0,5,3,https://gall.dcinside.com/board/view/?id=theaterM&no=3432021&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=3
dc,ㅇㅇ,2022.08.21 02:55:41,뉴깡근데 위치 많이 올라오지 않음?,"

웃남도 잘 팔잖아 
충무정도는 다 잘 팔것같은데 
ㄹㅇ 샤이길지도몰라 

",1,0.001061001,0.998939,0,1,3,2,3,5,5,8,5,https://gall.dcinside.com/board/view/?id=theaterM&no=3432011&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=3
dc,ㅇㅇ,2022.08.21 02:53:14,쿄 목소리 호불호 엄청 갈리는데 뭐라는 거야,"

야생화 이후로 씹게이같이 소리내서 가요는 예전 곡만 듣는데 
그나마 뮤지컬 할 때가 목소리 남성적으로 내서 나음 
웃남은 초고음 때는 씹상남자인데 저음할 때는 또 씹게이같은 소리 좀 나오고 

",0,0.99921393,0.000786027,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3431996&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=4
dc,ㅇㅇ,2022.08.21 02:49:06,웃남 뉴깡 경아 비주얼은 좋았어 ,"

수빈이가 더 잘해서 글치
 

",0,0.9970981,0.002901915,1,2,2,3,1,6,1,1,8,https://gall.dcinside.com/board/view/?id=theaterM&no=3431983&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=4
dc,ㅇㅇ,2022.08.21 02:44:23,나 라이토는 전부 홍광호로 봄 ,"

홍 고정으로 12번 
 
웃남 쿄 1번 뉴깡 2번
 
중간중간 아이다 번점 킹키 이렇게 봤네
 

",1,0.000609849,0.9993901,0,1,3,0,0,0,2,7,6,https://gall.dcinside.com/board/view/?id=theaterM&no=3431957&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=4
dc,ㅇㅇ,2022.08.21 02:30:46,은언니 진심 연기는 개잘하지 않냐 ,"

웃남 삼박 다 본사인데
솔직히 나이에 안맞고 이미지에 미스라 생각했거든
근데 연기를 잘하니 괜찮더라
확실히 셋중에 젤 잘함 연륜도 있고
 

",1,0.000547141,0.9994529,0,1,3,0,0,0,2,7,6,https://gall.dcinside.com/board/view/?id=theaterM&no=3431898&search_pos=-3379688&s_type=search_subject_memo&s_keyword=웃남&page=4
dc,ㅇㅇ,2022.08.21 01:37:09,뉴깡이 쿄까지 노래로 땄다고 주장하던 년들이 개웃겼지,"

공백기라고 혀 존나 놀려대다가 웃남으로 돌아와서 뉴깡 메인에서 밀려나니까 개같이 버로우ㅋㅋㅋ 

",0,0.9992198,0.000780228,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3431741&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=1
dc,ㅇㅇ,2022.08.21 01:28:11,아니근데 2년전부터 삼박이 있었음?,"

웃남3연때부터 민건지 알았드만 
대체 언제부터였대???ㅋㅋㅋ 

",0,0.99916947,0.000830549,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3431714&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=1
dc,ㅇㅇ,2022.08.21 00:49:33,웃남말야 깡회차때 고딩단관 많이하던데 할인,"

단관할인 얼마야?

",0,0.94906116,0.050938882,1,2,2,3,5,2,7,6,2,https://gall.dcinside.com/board/view/?id=theaterM&no=3431603&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=1
dc,ㅇㅇ,2022.08.21 00:18:33,하데스35번 웃남삼연7번 코멧3번봤네,"

코멧은 왜케 안보심

",0,0.9992151,0.000784842,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3431533&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=1
dc,ㅇㅇ,2022.08.20 23:25:27,존나 웃기다 웃남 끝나가니까 통갤 망하노,"

통갤 굴러가는 꼬라지가
언젠가는 망할 줄 알았는데
좀 더 갈 줄 알았지
웃남 달리려고 갤 파고 나갔다는 뇌피셜이 맞나봄

",0,0.9309304,0.069069654,1,2,2,3,5,2,7,6,2,https://gall.dcinside.com/board/view/?id=theaterM&no=3431462&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=1
dc,ㅇㅇ,2022.08.20 15:48:45,옥 웃남보러갔네 ㅋㅋ,"

근데 왜 사람이 하나도없지? 문열기 전인가

",0,0.99920386,0.000796204,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3431308&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=1
dc,ㅇㅇ,2022.08.20 15:22:44,갤매 저거 진심 악질이네 웃남 끝물에 본성 보여주고 ㅋㅋ,"

저년은 여기서도 까질 엄청 해댔을듯 ㅋㅋㅋ

",0,0.99879885,0.001201103,1,0,1,1,1,6,1,1,0,https://gall.dcinside.com/board/view/?id=theaterM&no=3431298&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=1
dc,ㅇㅇ,2022.08.20 14:14:41,여기 엠개 언금이라 통갤 생긴거,"

웃남 끝나가니 지금 망 직전이네

",0,0.9987226,0.001277398,1,0,1,1,1,6,1,1,0,https://gall.dcinside.com/board/view/?id=theaterM&no=3431270&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=1
dc,ㅇㅇ,2022.08.20 14:06:43,웃남시작과 동시에 만들어진 갤 웃남 끝나가니  망해가,"

깔깔깔 

",0,0.99921834,0.000781655,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3431262&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=1
dc,ㅇㅇ,2022.08.20 13:42:43,웃남 끝나가니까 갤매가 저지랄하네,"

우와 소름ㅋㅋㅋ

",1,0.00099174,0.99900824,0,1,3,2,3,5,5,0,1,https://gall.dcinside.com/board/view/?id=theaterM&no=3431255&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=1
dc,ㅇㅇ,2022.08.20 12:26:56,웃남 뜨는 사진 죄다 이상해,"

포샵 되게 빡세게 들어간것같음
적당히좀하지 

",0,0.9992181,0.000781884,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3431226&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=1
dc,ㅇㅇ,2022.08.19 20:51:32,하긴 보컬이 뉴깡 혁이 진짜 좋긴 하드라,"

데놋 웃남 보니 

",1,0.013812288,0.9861877,0,1,0,4,2,4,6,5,3,https://gall.dcinside.com/board/view/?id=theaterM&no=3430956&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=1
dc,ㅇㅇ,2022.08.19 20:32:12,웃남 보는데 완전 앰개극 짜깁기더라,"

참 극하나 쉽게 만들어 

",0,0.99922323,0.000776797,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3430938&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=1
dc,ㅇㅇ,2022.08.19 20:17:51,아니 웃남 노잼극 맞쟈나,"

졸라 재미없더만 3시간동안 졸다나옴

",0,0.99922144,0.000778524,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3430910&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=1
dc,ㅇㅇ,2022.08.19 09:50:38,애초에 옥 먹금극 달리려고 판 갤이라 오래 못버팀,"

지금까지야 데놋 웃남 화력으로 버티고 마타는 옥에 대한 저항으로 흥했지
저기서 옥이 호감되긴 영

",0,0.9992175,0.000782439,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3430702&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=1
dc,ㅇㅇ,2022.08.18 18:31:20,얼마나 잘파나 벼르고 있다는게 소름 ,"

데놋 뉴캐 올렸을때도
웃남 쿄 복귀했을때도
 
절대 못판다 염불했던거 생각 남
 
무슨 망하라고 고사 지내는 줄 ㅋㅋㅋㅋㅋㅋㅋ

",0,0.99914503,0.000854896,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3430399&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=1
dc,ㅇㅇ,2022.08.18 17:39:48,뉴깡 웨사스랑 웃남중에 어디가 더 덕붙음? ,"

난 좌석수 때문에 웃남인듯
 

",0,0.9992053,0.000794772,1,0,1,1,4,1,3,2,4,https://gall.dcinside.com/board/view/?id=theaterM&no=3430347&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=1
dc,토리,2022.08.18 16:57:37,웃는남자 박강현 8/20 토 저녁 1층 양도,"

웃남 이번주터욜 저녁공
세종 1층 b열 뒷쪽 뷥석 1자리
양도
카카오톡 오카로 카톡주면 순서대로 답장할겡!
https://open.kakao.com/o/spOJ2pwe

",1,0.00071006,0.9992899,0,1,3,0,0,5,5,0,1,https://gall.dcinside.com/board/view/?id=theaterM&no=3430324&search_pos=-3369688&s_type=search_subject_memo&s_keyword=웃남&page=1
